	ECO_SYS_PLATEASY	Particle	2	Wissens- und Informationsplattformen sollten so konzipiert sein, dass sie das einfache Auffinden und Verstehen von Inhalten ermöglichen, indem diese Inhalte anschaulich aufbereitet werden.
	ECO_SYS_PLATCODEV	Particle	3	Wissens und Informationsplattformen sollten es ermöglichen, Inhalte kooperativ zu reflektieren, damit sie ergänzt, verfeinert, veranschaulicht oder in sonstiger Weise weiterentwickelt werden können.
	ECO_SYS_PLATEXCHANGE	Particle	4	Wissens- und Informationsplattformen sollten es ermöglichen, zu erfahren, was andere Menschen hinsichtlich eines Themengebietes oder Wissensaspektes erlebt haben.
	ECO_SYS_PLATCONTACT	Particle	5	Es sollte möglich sein, jene zu kontaktieren, die ihr Wissen teilen und andere beim Lernen unterstützen wollen.
	ECO_SYS_PLATFURTHER	Particle	6	Es sollte möglich sein, einen Überblick über themenspezifische Materialien wie Bücher, Filme, Reportagen, Studien, Vorlesungen, Seminare, Workshops, Trainings und andere Möglichkeiten zur Verbesserung von Fertigkeiten sowie themenverwandte Methoden und Werkzeuge zu erhalten.
	ECO_SYS_TRAVEL_HEADER	Header3		Personenverkehrssysteme
	ECO_SYS_TRAVEL	Particle	1	Ein Entwicklungsziel der globalen Gesellschaft sollten verlässliche Personenverkehrssysteme sein, über die die Vielfalt der Welt durch Reisen erlebbar und der direkte Austausch mit anderen Menschen ermöglicht wird.
	ECO_SYS_TRAVELCONVINIENT	Particle	2	Es sollte möglich sein, individuell, komfortabel und verlässlich zu reisen.
	ECO_SYS_DEMAND_HEADER	Header3		Nachfrageübersichtssysteme
	ECO_SYS_DEMANDOVERVIEW	Particle	1	Ein Entwicklungsziel der globalen Gesellschaft sollten geeignete Systeme sein, um einen permanenten Überblick über die Nachfrage an Ressourcen zu erhalten.
	ECO_SYS_RES_HEADER	Header3		Ressourcenübersichtssysteme
	ECO_SYS_RESOVERVIEW	Particle	1	Ein Entwicklungsziel der globalen Gesellschaft sollten geeignete Systeme sein, die permanent Überblick über mögliche Ressourcen bieten.
	ECO_SYS_RESWHICH	Particle	2	Ressourcenübersichtssysteme sollten Informationen darüber bereitstellen, welche Ressourcen verfügbar sind.
	ECO_SYS_RESRERATE	Particle	3	Ressourcenübersichtssysteme sollten Informationen darüber bereitstellen, in welchem Maße sich Ressourcen regenerieren.
	ECO_SYS_RESREGISTMAT	Particle	4	Ressourcenübersichtssysteme sollten Materialien erfassen, die in produzierten Werkzeugen enthalten sind.
	ECO_SYS_CYCLE_HEADER	Header3		Wiederverwendungs- und Wiederverwertungssysteme
	ECO_SYS_CYCLE	Particle	1	"Ein Entwicklungsziel der globalen Gesellschaft sollten effektive Wiederverwendungs- und
Wiederverwertungssysteme sein."
	ECO_SYS_CYCLE2OPTIONS	Particle	2	"Die Wiederverwendungs- und
Wiederverwertungssysteme sollten entscheiden, ob ein nicht mehr benötigtes Werkzeug an anderer Stelle weiterverwendet oder als Materialquelle freigegeben wird."
	ECO_SYS_DEV_HEADER	Header3		Entwurfs- und Konfigurationssysteme
	ECO_SYS_DEVCONF	Particle	1	Ein Entwicklungsziel der globalen Gesellschaft sollten Entwurfs- und Konfigurationssysteme sein, die Menschen bei Gestaltung (Design) und Test von Werkzeugen unterstützen.
	ECO_SYS_DEVCONFGUIDE	Particle	2	Entwurfs- und Konfigurationssysteme sollten Menschen dabei unterstützen, auf einfache Weise von einer Idee zu einem fertigen Werkzeug zu gelangen (z.B. durch Vorschläge und Hinweise bei Berechnungen, Konstruktion, durch Simulation, Materialauswahl, uvm.)
	ECO_SYS_DEVCONFASSURE	Particle	3	Entwurfs- und Konfigurationssysteme sollten dafür sorgen, dass entwickelte Werkzeuge mit dem Ökosystem der Erde sowie gesellschaftlichen Kriterien harmonieren.
	ECO_SYS_DEVCONFPROVIDE	Particle	4	Werkzeuge, die über Entwurfs- und Konfigurationssystemen fertiggestellt wurden, sollten umgehend zur Bestellung angeboten werden, um die Vielfalt an Werkzeugen zu erweitern.
	ECO_SYS_PROD_HEADER	Header3		Produktions- und Verteilungssysteme
	ECO_SYS_PRODDISTRI	Particle	1	Ein Entwicklungsziel der globalen Gesellschaft sollten flexible Produktions- und Verteilungssysteme sein, durch die Materialien und Werkzeuge effizient und zeitnah dorthin gelangen, wo sie gebraucht werden.
	ECO_SYS_PRODDEMBASED	Particle	2	Die Produktionssysteme sollten die Produktionsmenge auf Basis kontinuierlicher Analysen der Nachfragesituation bestimmen, um Reichhaltigkeit weitestgehend sicherzustellen.
	ECO_SYS_PRODREGADVANCE	Particle	3	Die Produktionssysteme sollten regelmäßig nachgefragte Werkzeuge im Voraus produzieren.
	ECO_SYS_PRODIRREGORDER	Particle	4	Die Produktionssysteme sollten unregelmäßig nachgefragte Werkzeuge auf Bestellung produzieren.
	ECO_SYS_DISTRISHORTDELIV	Particle	5	Die Verteilungssysteme sollten die Zeit zwischen Bestellung und Lieferung so kurz wie möglich gestalten.
	ECO_SYS_DISTRIFLEXCAP	Particle	6	Die Verteilungssysteme sollten ihre Kapazitäten über den gesamten Globus hinweg dynamisch der Nachfrage anpassen können.
	ECO_SYS_DISTRIPRECISE	Particle	7	Die Verteilungssysteme sollten Materialien und Werkzeuge so individuell, schnell, akkurat, verlässlich und so sorgfältig wie möglich an ihre Bestimmungsorte bringen.
	ECO_SYS_PRODDISTRISHORANGE	Particle	8	Produktions- und Verteilungssysteme sollten Materialien und Werkzeuge in möglichst kurzer Entfernung zu ihren Bestimmungsorten lagern und produzieren, um die Ressourceneffizienz zu erhöhen (Kurze-Wege-Strategie)
	ECO_SYS_PRODDISTRISHORANGE_EXA	Example	9	"Ein Beispiel zur Produktion und Verteilung von Nahrungsmitteln: Die lokale Nahrungsmittelproduktion beliefert vorrangig die ortsansässigen Einwohner mit nährstoffreichen, gesunden Nahrungsmitteln. Nahrungsmittel, die nicht im regionalen Klima produziert werden können, werden in anderen Teilen der Welt produziert. Folglich kümmert sich die lokale Nahrungsmittelproduktion zusätzlich um die Produktion von Nahrungsmitteln, die aus anderen Regionen angefragt werden. Die
Verteilungssysteme sorgen für eine schnelle und dem jeweiligen Nahrungsmittel angemessene Auslieferung, damit jede Art von Nahrung frisch und wohlschmeckend an jeden Ort der Welt geliefert werden kann.
Wie genau die lokale Nahrungsmittelproduktion organisiert ist, kann von Region zu Region variieren. Dies könnten sowohl vollautomatische Produktionssysteme sein als auch das Ergebnis der Leidenschaft und Kreativität von Gärtnern, Bauern und anderen Freunden der Handarbeit. Wahrscheinlich ist eine Kombination aus beidem, die guter Koordination bedarf."
	ECO_SYS_ENGY_HEADER	Header3		Energiesysteme
	ECO_SYS_ENGYABUNDANCE	Particle	1	Ein Entwicklungsziel der globalen Gesellschaft sollten Energiesysteme sein, die Energie in Reichhaltigkeit bereitstellen..
	ECO_SYS_ENGYRENEWABLE	Particle	2	Die Energiesysteme sollten Energie aus ausschließlich sauberen und schnell-erneuerbaren Energiequellen bereitstellen (z.B.: Sonne, Wind, Wasser, Erdwärme)
	ECO_SYS_ENGYDYNAMIC	Particle	3	Die Energieerzeugungs- und -verteilungssysteme sollten so flexibel wie möglich funktionieren, um den Energiebedarf an jedem Ort und zu jedem Zeitpunkt decken zu können.
	ECO_SYS_ENGYSHORANGE	Particle	4	Die Energiesysteme sollten Energie möglichst dort produzieren, wo sie gebraucht wird, um die Ressourceneffizienz des Gesamtsystems zu erhöhen. (Kurze-Wege-Strategie)
	ECO_SYS_ENGYSHORANGE_EXA	Example	5	Beispielsweise könnten die Oberflächen von Gebäuden so entworfen sein, dass sie Sonnenlicht und andere Energieformen einfangen und damit das Gebäude selbst mit Energie versorgen können. Jede Überproduktion an Energie könnte in das regionale und globale Energieverteilungssystem eingespeist werden. Zur Schaffung von Energiereichhaltigkeit wäre es sehr effektiv, wenn so viele Gebäude wie möglich mehr Energie erzeugen würden als sie verbrauchen.
	ECO_SYS_NET_HEADER	Header3		Vernetzung aller ökonomischen Systeme
	ECO_SYS_NET	Particle	1	Ein Entwicklungsziel der globalen Gesellschaft sollte die Vernetzung der ökonomischen Systeme sein, damit sie sinnvoll miteinander interagieren können.
	ECO_SYS_NETMEASURE	Particle	2	Durch die Informationen aus den Ressourcen- und Nachfrageübersichtssystemen kann der Grad an Reichhaltigkeit gemessen werden. Auf diese Weise kann das globale Wirtschaftssystem Ressourcenengpässe frühzeitig erkennen und entsprechend reagieren.
	ECO_SYS_OPTAUTO_HEADER	Header3		Optionale Automatisierung
	ECO_SYS_OPTAUTO	Particle	1	Ein Entwicklungsziel der globalen Gesellschaft sollten flexible Anpassungsmöglichkeiten des Automatisierungsgrades sein, damit Menschen entscheiden können, ob sie Tätigkeiten manuell oder automatisch ausführen möchten. (Optionale Automatisierung)
	ECO_SYS_TRANSPARENCY_HEADER	Header3		Transparenz
	ECO_SYS_TRANSPARENCY	Particle	1	Ein Entwicklungsziel der globalen Gesellschaft sollte Transparenz auf allen Ebenen der Gesellschafts- und Wirtschaftssysteme sein, damit Menschen deren Strukturen und Abläufe intensiv beobachten, erleben, studieren und schließlich verbessern können.
	ECO_POP_HEADER	Header2		Bevölkerungsgröße
	ECO_POP_COMPLEXITY	Particle	1	Je mehr Menschen auf dem Planeten leben, desto mehr Anstrengungen müssen evtl. unternommen werden, um Ressourcenreichhaltigkeit zu schaffen.
	ECO_POP_ACCEPTANCE	Particle	2	Ein Entwicklungsziel der globalen Gesellschaft sollte sein, eine zu einem Zeitpunkt gegebene Bevölkerungsgröße zu akzeptieren und künftige Entwicklungen bei der Organisation von Gesellschaftsstrukturen berücksichtigen zu können.
	ECO_POP_UNDERSTAND	Particle	3	Ein Entwicklungsziel der globalen Gesellschaft sollte das Verständnis sein, welche Lebensumstände innerhalb einer Gesellschaft zum Wachsen bzw. zum Sinken der Bevölkerungsgröße führen.
	ECO_POP_CHILDASSTRAT	Particle	4	Die Bevölkerungsgröße einer Gesellschaft, in der Menschen die Befriedigung ihrer Bedürfnisse besser bewerkstelligen können, indem sie viele Kinder haben, wird folglich wachsen.
	ECO_POP_FREEDOM	Particle	5	Der Zugriff auf Freiheiten wie z.B. den Reichtum der Welt für sich zu entdecken, um ihn auszuschöpfen, sich selbst auszuprobieren, sich zu entfalten oder mehr Zeit für sich zu haben, kann einen Einfluss auf die Anzahl der eigenen Kinder haben.
	ECO_POP_CONSCIOUS	Particle	6	Die globale Gesellschaft sollte ausführlich über Verhütungsmethoden informieren und freien Zugang zu Verhütungsmitteln ermöglichen, um Menschen eine bewusste Entscheidung für Kinder zu ermöglichen.
	ECO_POP_FULLFOCUS	Particle	7	Wenn ein Mensch jedes seiner Kinder ganzheitlich begleiten, deren Aufwachsen erleben und die benötigte Zuwendung geben möchte, wird dieser Mensch vermutlich eher weniger als mehr Kinder haben.
	DEF_HEADER	Header1		Definitionen
	DEF_NEED	Definition	1	Ein Bedürfnis beschreibt das Verlangen nach einer bestimmten Qualität des Lebens. Ein Bedürfnis grenzt sich ab von konkreten Handlungen /Handlungsstrategien, ist stets lebensbejahend und jedem Menschen vertraut. Ein Bedürfnis kann erfüllt oder nicht erfüllt sein.
	DEF_NEED_EXA	Example		Beispiele für Qualitäten des Lebens / Bedürfnisse: Frieden, Licht, Nähe, Nahrung, Raum, Kraft, Gemeinschaft, Handlungsfähigkeit, Abenteuer, Austausch, Lernen,
	DEF_GUIDANCE	Definition	2	Einen anderen Menschen zu Begleiten bedeutet, einen schützenden Raum zu bieten und zu halten, in dem ein Mensch sich ganz zeigen, eigenständig wachsen und entwickeln kann. Darüber hinaus bedeutet es, Impulse für seine Orientierung zu geben, die dieser Mensch als unterstützend empfindet.
	DEF_INFLUENCE	Definition	3	Ein Einfluss ist ein Signal, welches eine Auswirkung auf den Seins-Zustand eines Menschen erzeugt.
	DEF_EMPATHY	Definition	4	"Empathie (Mitgefühl) ist die Fähigkeit, sich in die Lage eines Lebewesens hineinversetzen und deshalb nachempfinden und verstehen zu können. Selbstempathie ist dabei die Fähigkeit dieses Mitgefühl, Nachempfinden und Verständnis auch sich selbst entgegenzubringen.

„(Selbst)Empathie geben“ grenzt sich ab von anderen Formen der Begleitung, wie z.B:
- Ratschläge geben
- Analysieren
- Lösungen vorschlagen
- Sympathisieren
- Relativieren
- Mitleiden"
	DEF_EXPERIENCE	Definition	5	Eine Erfahrung ist eine durch ein Signal entstandene und durch den Wahrnehmungsprozess beeinflusste bewusste wie unbewusste Auswirkung im Organismus.
	DEF_SKILL	Definition	6	Ein Mensch beherrscht eine Fertigkeit, wenn er eine erprobte und durch bewusste Erfahrung gestützte Methode, wiederholt erfolgsversprechend einsetzen kann.
	DEF_SOCIETY	Definition	7	Eine Gesellschaft repräsentiert eine Gruppe von Individuen, die miteinander in Verbindung stehen.
	DEF_CONFLICT	Definition	8	Ein Konflikt ist die Kollision von Handlungsstrategien, durch die sich mindestens ein Mensch in seinen Vorhaben eingeschränkt sieht.
	DEF_NEEDBASCOORD	Definition	9	Bedürfnisorientierte Koordination bedeutet, gemeinsam Handlungsstrategien zu entwickeln, die die Bedürfnisse aller Betroffenen und Beteiligten integrieren.
	DEF_COOPERATION	Definition	10	Kooperation bedeutet, ein gemeinsames Ziel anzustreben.
	DEF_LEARN	Definition	11	Lernen ist ein Prozess, den jeder Mensch durchläuft, um durch die Aneignung von Wissen und Fertigkeiten eigene Bedürfnisse besser befriedigen zu können.
	DEF_TECHMETHOD	Definition	12	Eine Methode ist eine Art und Weise, etwas zu tun, um einen Zweck zu erfüllen.
	DEF_EXTMOTIV	Definition	13	Extrinsische Motivation ist der Drang etwas zu tun, um eine versprochene Belohnung zu erhalten bzw. eine angedrohte Strafe zu vermeiden.
	DEF_INTMOTIV	Definition	14	Intrinsische Motivation ist ein innerer Antrieb, der einen Menschen dazu veranlasst, dem nachzugehen, was ihn interessiert, seine Neugier weckt, ihn inspiriert oder ihn vor Herausforderungen stellt. Der Mensch geht einer Tätigkeit nach, ohne irgendeine Belohnung von außen dafür zu erwarten bzw. eine Strafe zu fürchten, weil die Aufgabe selbst oder die erzielten Ergebnisse unmittelbar zur Befriedigung der Bedürfnisse dieses Menschen beitragen.
	DEF_PERSREALITY	Definition	15	Die Persönliche Realität eines Menschen ist die Gesamtheit aller von ihm erfassten Signale (Beobachtungen). Dazu gehört auch die Gesamtheit an möglichen Strategien, welche diesem Menschen aus dessen Sicht zur Bedürfniserfüllung zur Verfügung stehen.
	DEF_PERSTRUTH	Definition	16	Die Persönliche Wahrheit eines Menschen ist die Bewertung seiner Beobachtungen. Diese Bewertung dient seiner Orientierung, um zu entscheiden, welche Handlungsstrategien erfolgreicher als andere zur Erfüllung seiner Bedürfnisse beitragen. Dies umschließt seine Haltungen, Meinungen und Überzeugungen sowie die Einordnung in Kategorien wie z.B. "gut" oder "schlecht", „heilsam“ oder „schädlich“, "vertrauenswürdig" oder "verdächtig" sowie "richtig“ oder „falsch“.
	DEF_ABUCREECO	Definition	17	Reichhaltigkeit-Schaffende Ökonomie ist ein Wirtschaftssystem, welches gezielt Ressourcen- und Zugriffsreichhaltigkeit etabliert.
	DEF_RES	Definition	18	Eine Ressource ist etwas, das ein Lebewesen nutzt, um Bedürfnisse zu befriedigen. Ressourcen sind dabei Teil von Handlungsstrategien.
	DEF_RES_EXA	Example		Beispiele von Ressourcen sind: Materialien, Energie, Werkzeuge, Lebensraum, Information, Wissen, Fertigkeiten, Zeit. Erfüllte Qualitäten des Lebens /Bedürfnisse können ebenfalls Ressourcen sein: Kreativität, Kraft, Leichtigkeit, …
	DEF_RESFASTRENEW	Definition	19	Schnell-erneuerbare Ressourcen sind Ressourcen, die sich in eher kurzer Zeitdauer regenerieren – wie z.B. Sonnenlicht, Holz, Hanf.
	DEF_RESSLOWRENEW	Definition	20	Langsam-erneuerbare Ressourcen sind Ressourcen, die sich in eher langer Zeitdauer regenerieren – wie z.B. fossile Brennstoffe und Diamanten.
	DEF_RESNORENEW	Definition	21	Nicht-erneuerbare Ressourcen sind Ressourcen, die keine signifikante Regenerationsrate aufweisen – wie z.B. Metalle.
	DEF_SCARCITY	Definition	22	Ressourcenknappheit bedeutet, dass eine Ressource nicht in ausreichenden Mengen verfügbar ist, um bzgl. einer bestimmten Strategie Bedürfnisse zu befriedigen.
	DEF_SCARCITY_EXA	Example		Knappheit ist offensichtlich, wenn jemand zu wenig zu essen oder zu wenig Platz zum Wohnen hat. Knappheit ist sichtbar, wenn eine Bibliothek unzureichende Informationen bietet oder Ärztinnen und Krankenpfleger in einem Krankenhaus kontinuierlich unter hohem Stress stehen und entkräftet sind. Auch das Gefühl mangelnder Inspiration, Zeit oder mangelndem Einfallsreichtum kann als Knappheit von Ressourcen angesehen werden.
	DEF_ABUNDANCE	Definition	23	Ressourcenreichhaltigkeit heißt, dass mehr als genug einer bestimmten Ressource zur Verfügung steht, um bzgl. einer Handlungsstrategie Bedürfnisse zu befriedigen.
	DEF_SOCIALISATION	Definition	24	Sozialisation beschreibt den aktiven und passiven Transfer von gesellschaftlichen Werten, Haltungen, Weltsichten, Erfahrungen, Konzepten, Wissen, Fertigkeiten und schließlich Verhaltensmustern von Mensch zu Mensch.
	DEF_TECH	Definition	25	Technologie ist die zweckbestimmte Kombination von Ressourcen – Entwurf, Entwicklung und Nutzung von Methoden und Werkzeugen -, um Bedürfnisse angenehmer (effizienter, schöner, einfacher, usw.) zu befriedigen.
	DEF_ENV	Definition	26	Umwelt ist alles, was einen Menschen umgibt - physisch, sozial, mental, spirituell usw.
	DEF_BEHAVIOR	Definition	27	Menschliches Verhalten ist ein Synonym für die Gesamtheit menschlicher Aktivität. Menschliches Verhalten steht immer im Bezug zu einer das Individuum umgebenden Umwelt.
	DEF_PERCEPTION	Definition	28	Wahrnehmung ist die Aufnahme von Signalen durch unsere Sinne sowie der Prozess unseres Organismus, diese Signale zu filtern und zu kategorisieren, um sie in ein aus Sicht des Organismus sinnvolles Gesamtbild einzufügen.
	DEF_TECHTOOL	Definition	29	Ein Werkzeug ist eine Sache, mit der man etwas tun kann, um einen Zweck zu erfüllen.
	DEF_KNOWLEDGE	Definition	30	Wissen ist die Gesamtheit von bewussten Erfahrungen, Informationen und verfügbaren Handlungsstrategien eines Menschen.
	DEF_SATISFACTION	Definition	31	Zufriedenheit ist ein angenehmer Seins-Zustand und erzeugt angenehme Gefühle. Ein Mangel an Zufriedenheit erzeugt hingegen unangenehme Gefühle.
	DEF_ACCABUNDANCE	Definition	32	Zugriffsreichhaltigkeit beschreibt die Situation, in der ein Individuum dann sofortigen Zugriff auf Ressourcen hat, wenn sie oder er diese Ressource benötigt.
